presion , temperatura, humedad,  PM25, PM10 , CO , CH4 , CO2 , O3 
754, 23.84 ,37, 2.0 , 2.0 , 65.1 , 35.0 , 18.5 , 7.7 
754, 23.50 ,36, 0.0 , 0.0 , 64.3 , 36.2 , 18.8 , 7.6 
754, 23.46 ,37, 2.0 , 4.0 , 66.9 , 35.1 , 18.6 , 7.6 
754, 25.04 ,33, 1.0 , 1.0 , 65.2 , 34.5 , 18.1 , 7.6 
754, 24.63 ,33, 4.0 , 7.0 , 70.5 , 35.4 , 18.2 , 7.7 
754, 24.66 ,33, 0.0 , 0.0 , 66.5 , 34.7 , 18.2 , 7.6 
754, 24.03 ,36, 0.0 , 0.0 , 72.3 , 33.4 , 18.0 , 7.7 
754, 22.26 ,42, 0.0 , 0.0 , 68.5 , 32.8 , 18.1 , 7.6 
754, 21.81 ,41, 0.0 , 0.0 , 63.6 , 35.6 , 17.8 , 7.4 
753, 23.37 ,38, 0.0 , 0.0 , 66.6 , 33.4 , 17.8 , 7.5 
753, 22.57 ,40, 0.0 , 0.0 , 65.0 , 34.1 , 17.7 , 7.5 
753, 24.73 ,34, 0.0 , 0.0 , 67.9 , 32.7 , 17.3 , 7.7 
753, 24.63 ,36, 2.0 , 2.0 , 73.7 , 32.1 , 17.1 , 7.7 
753, 24.09 ,35, 0.0 , 0.0 , 70.4 , 34.3 , 17.0 , 7.6 
753, 22.10 ,41, 0.0 , 0.0 , 64.9 , 34.0 , 17.2 , 7.5 
753, 23.07 ,38, 1.0 , 1.0 , 65.6 , 34.2 , 17.2 , 7.5 
753, 22.24 ,40, 0.0 , 0.0 , 65.0 , 33.8 , 17.1 , 7.6 
753, 21.91 ,41, 0.0 , 0.0 , 64.4 , 35.6 , 17.1 , 7.5 
753, 20.78 ,42, 5.0 , 8.0 , 62.2 , 35.6 , 16.7 , 7.6 
753, 20.65 ,42, 1.0 , 1.0 , 61.3 , 36.2 , 16.6 , 7.5 
753, 19.94 ,44, 0.0 , 0.0 , 61.7 , 36.4 , 16.9 , 7.3 
752, 22.16 ,40, 1.0 , 1.0 , 62.1 , 36.4 , 16.3 , 7.4 
752, 20.88 ,42, 0.0 , 0.0 , 60.2 , 35.6 , 16.3 , 7.4 
753, 20.37 ,43, 10.0 , 10.0 , 61.3 , 36.2 , 16.4 , 7.4 
753, 19.22 ,47, 22.0 , 22.0 , 60.6 , 35.9 , 16.2 , 7.5 
753, 19.04 ,47, 30.0 , 45.0 , 61.7 , 35.9 , 16.5 , 7.4 
753, 19.17 ,49, 26.0 , 31.0 , 62.5 , 34.9 , 16.5 , 7.5 
753, 19.69 ,48, 1.0 , 1.0 , 62.3 , 35.1 , 16.3 , 7.4 
753, 20.17 ,47, 1.0 , 1.0 , 65.2 , 33.7 , 16.3 , 7.6 
753, 19.54 ,49, 2.0 , 2.0 , 63.5 , 34.4 , 16.2 , 7.6 
753, 18.01 ,53, 2.0 , 2.0 , 61.9 , 34.8 , 16.3 , 7.7 
753, 18.26 ,52, 6.0 , 10.0 , 62.8 , 34.6 , 16.6 , 7.5 
754, 16.60 ,58, 1.0 , 1.0 , 61.3 , 35.3 , 16.2 , 7.5 
754, 16.67 ,59, 1.0 , 3.0 , 62.3 , 34.8 , 16.1 , 7.4 
754, 16.36 ,59, 1.0 , 1.0 , 61.3 , 34.4 , 16.0 , 7.4 
754, 15.93 ,60, 1.0 , 2.0 , 61.4 , 34.4 , 15.9 , 7.6 
754, 15.65 ,61, 3.0 , 5.0 , 60.3 , 35.7 , 15.9 , 7.4 
754, 15.35 ,62, 1.0 , 1.0 , 60.7 , 35.6 , 15.8 , 7.3 
754, 15.50 ,62, 2.0 , 2.0 , 60.2 , 36.3 , 15.7 , 7.3 
754, 16.32 ,55, 1.0 , 1.0 , 59.4 , 37.2 , 16.2 , 7.2 
754, 15.96 ,55, 0.0 , 0.0 , 59.5 , 37.1 , 15.8 , 7.3 
754, 16.34 ,55, 3.0 , 3.0 , 59.3 , 37.8 , 15.7 , 7.2 
754, 16.60 ,53, 0.0 , 1.0 , 59.0 , 37.8 , 15.4 , 7.3 
754, 16.24 ,56, 6.0 , 7.0 , 60.0 , 36.6 , 16.0 , 7.4 
755, 15.67 ,60, 13.0 , 16.0 , 59.9 , 36.3 , 15.8 , 7.4 
755, 15.94 ,59, 6.0 , 10.0 , 60.4 , 35.8 , 15.9 , 7.5 
755, 15.03 ,60, 0.0 , 0.0 , 58.7 , 37.6 , 15.3 , 7.2 
755, 14.83 ,61, 2.0 , 3.0 , 59.6 , 36.2 , 15.5 , 7.4 
755, 15.63 ,58, 2.0 , 2.0 , 59.9 , 36.8 , 15.6 , 7.4 
755, 15.01 ,60, 8.0 , 13.0 , 59.0 , 37.1 , 15.2 , 7.4 
755, 15.03 ,60, 2.0 , 3.0 , 59.8 , 37.0 , 15.5 , 7.4 
755, 14.74 ,60, 2.0 , 2.0 , 59.2 , 37.8 , 15.3 , 7.3 
755, 14.50 ,62, 3.0 , 3.0 , 59.2 , 37.4 , 15.2 , 7.4 
755, 14.67 ,61, 2.0 , 2.0 , 59.8 , 36.9 , 15.6 , 7.4 
755, 13.64 ,65, 1.0 , 4.0 , 59.5 , 37.6 , 15.1 , 7.4 
755, 13.73 ,65, 4.0 , 4.0 , 59.4 , 37.3 , 15.4 , 7.3 
755, 13.99 ,64, 3.0 , 3.0 , 58.7 , 38.0 , 15.1 , 7.2 
754, 13.10 ,66, 1.0 , 1.0 , 58.4 , 37.3 , 14.6 , 7.2 
754, 13.95 ,63, 0.0 , 0.0 , 57.8 , 38.8 , 14.4 , 7.1 
754, 13.96 ,63, 1.0 , 1.0 , 57.9 , 38.8 , 14.6 , 7.2 
754, 13.80 ,64, 0.0 , 0.0 , 58.5 , 38.5 , 14.4 , 7.2 
754, 14.04 ,63, 1.0 , 1.0 , 58.6 , 38.0 , 14.5 , 7.2 
753, 13.49 ,64, 0.0 , 0.0 , 57.9 , 38.3 , 14.0 , 7.1 
754, 13.13 ,65, 0.0 , 0.0 , 57.5 , 38.3 , 13.9 , 7.1 
754, 14.21 ,62, 1.0 , 1.0 , 57.5 , 39.0 , 13.9 , 7.1 
754, 13.22 ,65, 1.0 , 1.0 , 58.2 , 38.3 , 14.0 , 7.1 
754, 13.49 ,64, 1.0 , 1.0 , 57.7 , 38.5 , 14.0 , 7.1 
754, 13.87 ,63, 0.0 , 0.0 , 58.1 , 38.1 , 13.7 , 7.2 
754, 12.50 ,67, 4.0 , 7.0 , 58.0 , 38.1 , 13.9 , 7.2 
754, 13.24 ,66, 3.0 , 8.0 , 58.0 , 38.4 , 13.8 , 7.1 
754, 13.33 ,65, 1.0 , 1.0 , 57.8 , 38.9 , 13.6 , 7.1 
754, 13.30 ,65, 2.0 , 5.0 , 57.5 , 38.5 , 13.6 , 7.2 
754, 13.82 ,65, 1.0 , 2.0 , 58.2 , 38.0 , 13.3 , 7.2 
754, 13.76 ,64, 1.0 , 2.0 , 58.4 , 37.8 , 13.3 , 7.2 
754, 14.39 ,63, 2.0 , 2.0 , 58.5 , 37.5 , 13.1 , 7.2 
754, 14.23 ,63, 2.0 , 2.0 , 57.8 , 38.1 , 12.9 , 7.1 
754, 13.53 ,66, 5.0 , 8.0 , 58.9 , 37.2 , 13.2 , 7.2 
754, 14.35 ,62, 2.0 , 4.0 , 58.7 , 38.0 , 13.3 , 7.2 
754, 14.75 ,61, 1.0 , 1.0 , 58.4 , 37.7 , 13.0 , 7.2 
755, 14.98 ,60, 1.0 , 1.0 , 59.2 , 37.2 , 13.0 , 7.3 
755, 14.82 ,62, 1.0 , 1.0 , 59.3 , 37.0 , 12.8 , 7.4 
755, 14.96 ,60, 0.0 , 2.0 , 58.6 , 37.9 , 12.6 , 7.2 
755, 15.87 ,55, 0.0 , 0.0 , 58.5 , 38.4 , 12.5 , 7.3 
755, 16.66 ,55, 2.0 , 2.0 , 58.8 , 36.4 , 12.3 , 7.4 
755, 18.49 ,49, 11.0 , 11.0 , 60.3 , 36.2 , 12.2 , 7.5 
755, 19.78 ,46, 9.0 , 10.0 , 61.2 , 34.9 , 12.1 , 7.7 
755, 20.98 ,41, 3.0 , 4.0 , 58.7 , 38.6 , 11.7 , 7.4 
755, 21.77 ,38, 2.0 , 6.0 , 59.2 , 37.6 , 11.6 , 7.5 
755, 21.54 ,36, 0.0 , 0.0 , 58.3 , 37.9 , 11.5 , 7.6 
755, 22.77 ,34, 0.0 , 0.0 , 57.5 , 39.0 , 11.4 , 7.4 
755, 22.68 ,35, 1.0 , 1.0 , 59.3 , 37.0 , 11.4 , 7.5 
755, 23.09 ,34, 2.0 , 2.0 , 57.9 , 38.0 , 11.2 , 7.4 
755, 24.56 ,30, 1.0 , 1.0 , 59.3 , 37.2 , 11.2 , 7.6 
755, 24.73 ,29, 1.0 , 1.0 , 58.6 , 38.8 , 11.2 , 7.5 
755, 25.73 ,29, 34.0 , 44.0 , 59.9 , 36.9 , 11.1 , 7.6 
755, 24.74 ,29, 28.0 , 28.0 , 57.6 , 38.0 , 10.8 , 7.6 
755, 24.67 ,29, 1.0 , 1.0 , 59.2 , 37.9 , 10.9 , 7.7 
755, 23.86 ,31, 0.0 , 0.0 , 58.6 , 36.9 , 10.9 , 7.5 
754, 25.68 ,28, 5.0 , 5.0 , 60.4 , 35.7 , 10.9 , 7.7 
755, 25.31 ,29, 3.0 , 3.0 , 60.0 , 36.6 , 10.9 , 7.6 
754, 24.25 ,32, 1.0 , 1.0 , 59.2 , 37.1 , 10.9 , 7.5 
754, 23.46 ,34, 0.0 , 0.0 , 59.9 , 36.2 , 11.1 , 7.6 
754, 22.64 ,34, 2.0 , 2.0 , 58.9 , 37.6 , 10.9 , 7.5 
754, 22.66 ,35, 0.0 , 0.0 , 59.0 , 37.8 , 10.9 , 7.4 
754, 21.56 ,39, 0.0 , 0.0 , 60.4 , 35.6 , 11.1 , 7.7 
754, 22.68 ,36, 0.0 , 0.0 , 59.9 , 36.9 , 10.9 , 7.5 
754, 23.18 ,34, 0.0 , 0.0 , 59.9 , 36.6 , 10.9 , 7.6 
754, 24.35 ,31, 4.0 , 4.0 , 60.8 , 35.2 , 10.9 , 7.7 
754, 23.64 ,32, 0.0 , 0.0 , 59.8 , 36.2 , 10.7 , 7.6 
754, 20.66 ,43, 0.0 , 1.0 , 61.6 , 33.7 , 10.9 , 7.7 
754, 20.93 ,42, 1.0 , 2.0 , 60.6 , 35.5 , 10.7 , 7.5 
754, 20.97 ,41, 1.0 , 2.0 , 61.9 , 33.2 , 10.7 , 7.6 
754, 20.83 ,42, 2.0 , 6.0 , 60.2 , 34.9 , 10.6 , 7.5 
753, 21.63 ,41, 1.0 , 1.0 , 61.3 , 34.5 , 10.5 , 7.5 
753, 21.08 ,41, 1.0 , 2.0 , 59.9 , 35.8 , 10.5 , 7.5 
753, 20.69 ,42, 1.0 , 3.0 , 60.2 , 34.9 , 10.5 , 7.5 
754, 21.57 ,40, 4.0 , 4.0 , 60.5 , 34.9 , 10.3 , 7.6 
754, 21.17 ,41, 0.0 , 0.0 , 60.8 , 34.9 , 10.4 , 7.5 
754, 19.93 ,45, 1.0 , 1.0 , 61.0 , 34.4 , 10.4 , 7.5 
754, 18.52 ,51, 3.0 , 5.0 , 61.4 , 33.7 , 10.4 , 7.6 
754, 18.97 ,47, 1.0 , 1.0 , 58.5 , 37.4 , 10.4 , 7.3 
754, 19.54 ,45, 1.0 , 1.0 , 59.2 , 36.8 , 10.5 , 7.4 
754, 18.52 ,46, 1.0 , 1.0 , 58.2 , 38.2 , 10.3 , 7.3 
754, 18.97 ,45, 1.0 , 3.0 , 58.0 , 37.1 , 10.3 , 7.5 
754, 18.26 ,46, 3.0 , 4.0 , 57.0 , 37.6 , 10.3 , 7.4 
754, 17.92 ,47, 1.0 , 2.0 , 56.9 , 39.1 , 10.4 , 7.3 
754, 16.68 ,49, 5.0 , 7.0 , 55.2 , 41.0 , 10.3 , 7.2 
754, 16.49 ,49, 2.0 , 2.0 , 55.3 , 40.4 , 10.2 , 7.2 
755, 15.65 ,53, 1.0 , 4.0 , 55.7 , 39.8 , 10.3 , 7.2 
755, 15.43 ,53, 1.0 , 4.0 , 56.1 , 39.0 , 10.3 , 7.3 
755, 15.49 ,53, 5.0 , 5.0 , 54.1 , 39.1 , 10.1 , 7.2 
755, 15.70 ,54, 0.0 , 0.0 , 56.5 , 39.2 , 10.2 , 7.2 
755, 15.26 ,58, 1.0 , 1.0 , 56.5 , 38.0 , 10.1 , 7.3 
755, 15.21 ,57, 4.0 , 4.0 , 57.2 , 37.9 , 10.1 , 7.2 
755, 15.55 ,56, 2.0 , 2.0 , 57.4 , 38.2 , 10.0 , 7.2 
755, 16.04 ,54, 3.0 , 3.0 , 57.8 , 37.5 , 10.0 , 7.4 
755, 16.41 ,52, 1.0 , 4.0 , 57.7 , 37.6 , 9.9 , 7.3 
755, 16.07 ,55, 3.0 , 3.0 , 58.6 , 37.1 , 9.9 , 7.3 
755, 16.44 ,54, 2.0 , 2.0 , 58.7 , 36.1 , 9.9 , 7.5 
755, 16.57 ,54, 3.0 , 5.0 , 58.9 , 36.6 , 9.8 , 7.3 
755, 16.64 ,50, 1.0 , 1.0 , 57.2 , 39.2 , 9.8 , 7.2 
755, 16.35 ,53, 2.0 , 2.0 , 58.2 , 37.5 , 9.8 , 7.3 
754, 15.90 ,53, 1.0 , 1.0 , 56.4 , 39.2 , 9.6 , 7.2 
755, 16.14 ,54, 0.0 , 1.0 , 57.9 , 37.8 , 9.6 , 7.3 
755, 16.65 ,52, 0.0 , 0.0 , 57.5 , 38.2 , 9.5 , 7.2 
755, 16.66 ,51, 1.0 , 2.0 , 57.3 , 39.0 , 9.5 , 7.2 
755, 15.93 ,57, 1.0 , 1.0 , 58.3 , 36.3 , 9.5 , 7.3 
754, 15.84 ,56, 2.0 , 2.0 , 58.5 , 36.9 , 9.5 , 7.3 
754, 15.55 ,58, 1.0 , 1.0 , 58.8 , 36.3 , 9.4 , 7.3 
754, 16.03 ,57, 2.0 , 2.0 , 59.4 , 36.1 , 9.4 , 7.3 
754, 16.69 ,54, 2.0 , 2.0 , 59.0 , 36.5 , 9.4 , 7.3 
754, 16.40 ,55, 1.0 , 1.0 , 58.8 , 36.3 , 9.3 , 7.3 
754, 16.80 ,54, 0.0 , 0.0 , 59.7 , 36.2 , 9.4 , 7.3 
754, 16.77 ,54, 2.0 , 2.0 , 59.4 , 36.1 , 9.3 , 7.3 
754, 15.72 ,57, 1.0 , 1.0 , 58.5 , 36.6 , 9.2 , 7.2 
754, 15.39 ,59, 2.0 , 2.0 , 58.9 , 36.5 , 9.2 , 7.3 
754, 14.78 ,60, 1.0 , 1.0 , 57.7 , 36.7 , 9.2 , 7.3 
754, 15.42 ,61, 0.0 , 0.0 , 58.1 , 36.1 , 9.2 , 7.3 
753, 15.74 ,58, 1.0 , 1.0 , 59.3 , 36.3 , 9.1 , 7.3 
753, 16.13 ,56, 0.0 , 0.0 , 58.8 , 36.9 , 9.0 , 7.2 
753, 16.18 ,56, 1.0 , 1.0 , 59.3 , 36.1 , 9.2 , 7.3 
753, 15.80 ,56, 0.0 , 0.0 , 58.3 , 36.9 , 9.1 , 7.2 
754, 15.79 ,57, 0.0 , 0.0 , 58.9 , 35.8 , 9.0 , 7.3 
754, 14.92 ,65, 1.0 , 1.0 , 61.1 , 33.9 , 9.1 , 7.3 
754, 14.45 ,66, 0.0 , 1.0 , 61.1 , 33.7 , 9.0 , 7.4 
753, 14.62 ,66, 0.0 , 0.0 , 60.5 , 34.2 , 8.9 , 7.3 
754, 15.58 ,62, 0.0 , 0.0 , 60.7 , 34.6 , 8.9 , 7.3 
754, 15.14 ,65, 0.0 , 1.0 , 60.5 , 34.5 , 8.9 , 7.4 
754, 16.04 ,57, 0.0 , 1.0 , 59.6 , 36.0 , 8.8 , 7.3 
754, 15.67 ,55, 0.0 , 0.0 , 56.8 , 38.7 , 8.8 , 7.2 
754, 14.83 ,60, 0.0 , 0.0 , 57.4 , 38.0 , 8.7 , 7.2 
754, 14.89 ,59, 1.0 , 1.0 , 57.6 , 37.7 , 8.8 , 7.1 
754, 15.24 ,59, 0.0 , 0.0 , 59.1 , 36.5 , 8.8 , 7.2 
754, 15.66 ,58, 0.0 , 0.0 , 58.6 , 36.7 , 8.8 , 7.3 
754, 14.88 ,57, 0.0 , 0.0 , 58.3 , 39.6 , 8.7 , 7.2 
754, 15.05 ,56, 0.0 , 0.0 , 55.6 , 39.5 , 8.6 , 7.2 
755, 14.81 ,56, 1.0 , 1.0 , 54.7 , 40.8 , 8.5 , 7.1 
755, 15.21 ,56, 2.0 , 4.0 , 56.4 , 38.1 , 8.5 , 7.2 
755, 15.84 ,56, 2.0 , 2.0 , 57.4 , 37.8 , 8.4 , 7.2 
755, 16.18 ,55, 0.0 , 0.0 , 57.5 , 37.7 , 8.4 , 7.2 
755, 17.69 ,50, 1.0 , 1.0 , 59.1 , 35.8 , 8.8 , 7.4 
755, 18.11 ,49, 1.0 , 1.0 , 58.7 , 36.9 , 8.3 , 7.3 
755, 18.10 ,47, 2.0 , 2.0 , 57.9 , 37.1 , 8.3 , 7.4 
755, 17.38 ,52, 5.0 , 6.0 , 57.5 , 36.8 , 8.1 , 7.4 
755, 18.94 ,45, 1.0 , 1.0 , 57.8 , 39.1 , 8.1 , 7.3 
755, 19.58 ,44, 2.0 , 2.0 , 59.0 , 36.4 , 8.0 , 7.4 
755, 19.82 ,43, 4.0 , 4.0 , 58.7 , 36.5 , 8.0 , 7.4 
755, 22.51 ,38, 1.0 , 2.0 , 59.8 , 35.7 , 8.0 , 7.5 
755, 21.90 ,35, 1.0 , 1.0 , 57.2 , 39.5 , 7.7 , 7.4 
755, 20.54 ,40, 0.0 , 0.0 , 56.9 , 36.9 , 7.9 , 7.4 
755, 22.12 ,36, 0.0 , 0.0 , 58.8 , 37.0 , 7.9 , 7.4 
755, 21.55 ,36, 0.0 , 1.0 , 59.6 , 38.3 , 7.9 , 7.2 
755, 21.02 ,37, 0.0 , 0.0 , 59.0 , 35.9 , 7.8 , 7.5 
755, 21.86 ,37, 0.0 , 0.0 , 59.3 , 35.7 , 7.8 , 7.5 
755, 21.19 ,37, 1.0 , 1.0 , 57.4 , 36.5 , 7.6 , 7.4 
755, 22.51 ,35, 17.0 , 21.0 , 58.3 , 36.2 , 7.6 , 7.5 
755, 22.11 ,38, 1.0 , 1.0 , 59.7 , 35.3 , 7.6 , 7.5 
755, 22.18 ,38, 1.0 , 1.0 , 58.7 , 35.6 , 7.6 , 7.5 
755, 22.78 ,34, 0.0 , 0.0 , 59.8 , 38.9 , 7.7 , 7.4 
755, 20.50 ,39, 1.0 , 1.0 , 57.9 , 36.8 , 7.6 , 7.4 
755, 19.76 ,42, 6.0 , 9.0 , 58.0 , 37.0 , 7.7 , 7.4 
755, 18.84 ,45, 1.0 , 1.0 , 57.1 , 37.7 , 7.6 , 7.3 
754, 20.46 ,38, 4.0 , 4.0 , 57.4 , 37.0 , 7.6 , 7.3 
754, 21.04 ,36, 2.0 , 2.0 , 57.9 , 39.0 , 7.6 , 7.3 
754, 19.37 ,40, 2.0 , 5.0 , 56.9 , 37.3 , 7.5 , 7.4 
754, 21.33 ,37, 1.0 , 1.0 , 57.8 , 37.4 , 7.4 , 7.4 
754, 19.52 ,38, 1.0 , 1.0 , 55.2 , 40.1 , 7.5 , 7.3 
754, 20.56 ,36, 1.0 , 1.0 , 55.1 , 38.7 , 7.4 , 7.3 
754, 19.95 ,39, 0.0 , 0.0 , 56.4 , 37.7 , 7.3 , 7.3 
754, 20.90 ,36, 2.0 , 4.0 , 57.6 , 37.6 , 7.3 , 7.5 
754, 19.88 ,39, 1.0 , 1.0 , 56.6 , 38.5 , 7.5 , 7.4 
754, 20.68 ,35, 3.0 , 3.0 , 57.3 , 40.9 , 7.4 , 7.3 
754, 20.73 ,34, 1.0 , 1.0 , 56.0 , 38.6 , 7.4 , 7.4 
754, 21.46 ,36, 2.0 , 2.0 , 57.2 , 36.9 , 7.2 , 7.4 
754, 19.58 ,41, 7.0 , 19.0 , 59.7 , 35.3 , 7.7 , 7.4 
754, 19.03 ,42, 2.0 , 5.0 , 55.7 , 39.2 , 7.4 , 7.2 
754, 20.03 ,37, 0.0 , 2.0 , 55.5 , 39.5 , 7.3 , 7.3 
754, 20.04 ,39, 1.0 , 2.0 , 57.2 , 37.2 , 7.1 , 7.4 
754, 18.68 ,41, 3.0 , 4.0 , 55.2 , 40.0 , 7.2 , 7.2 
754, 18.48 ,44, 9.0 , 9.0 , 62.3 , 31.5 , 7.9 , 10.6 
754, 18.87 ,43, 826.0 , 1035.0 , 56.7 , 34.5 , 7.5 , 7.5 
754, 18.03 ,45, 53.0 , 70.0 , 56.5 , 36.0 , 7.6 , 7.4 
754, 16.86 ,48, 13.0 , 13.0 , 68.7 , 26.8 , 7.5 , 14.2 
754, 17.15 ,49, 110.0 , 120.0 , 57.9 , 34.7 , 7.9 , 7.5 
754, 17.01 ,50, 402.0 , 443.0 , 66.7 , 29.2 , 9.1 , 11.0 
754, 17.48 ,50, 717.0 , 723.0 , 63.9 , 29.5 , 10.5 , 9.6 
754, 18.04 ,47, 306.0 , 306.0 , 61.3 , 32.9 , 10.1 , 7.8 
754, 17.62 ,50, 226.0 , 247.0 , 94.0 , 16.9 , 11.6 , 15.4 
754, 17.08 ,51, 706.0 , 890.0 , 97.4 , 17.1 , 9.8 , 16.2 
754, 17.36 ,50, 38.0 , 43.0 , 60.3 , 33.5 , 7.8 , 8.0 
754, 16.40 ,56, 94.0 , 107.0 , 59.5 , 34.4 , 7.4 , 7.4 
755, 16.65 ,56, 8.0 , 8.0 , 68.2 , 28.8 , 8.0 , 10.5 
755, 16.39 ,56, 20.0 , 31.0 , 63.9 , 31.1 , 8.2 , 8.5 
755, 17.23 ,54, 17.0 , 17.0 , 63.2 , 32.2 , 8.4 , 9.0 
755, 16.59 ,54, 5.0 , 5.0 , 60.3 , 34.4 , 7.9 , 9.0 
755, 16.07 ,57, 3.0 , 3.0 , 59.7 , 35.6 , 7.1 , 7.4 
755, 17.01 ,55, 3.0 , 3.0 , 60.0 , 36.0 , 7.1 , 7.3 
755, 17.27 ,55, 3.0 , 3.0 , 61.3 , 34.7 , 7.3 , 7.4 
755, 16.68 ,57, 2.0 , 2.0 , 60.9 , 35.6 , 7.1 , 7.4 
755, 17.79 ,53, 8.0 , 8.0 , 61.0 , 35.4 , 7.7 , 7.5 
755, 16.99 ,54, 7.0 , 8.0 , 59.5 , 36.6 , 7.1 , 7.2 
755, 16.64 ,54, 3.0 , 3.0 , 59.3 , 36.8 , 7.1 , 7.2 
755, 16.53 ,54, 2.0 , 2.0 , 59.4 , 36.9 , 7.1 , 7.3 
755, 17.15 ,54, 4.0 , 5.0 , 59.4 , 36.5 , 7.1 , 7.3 
755, 16.66 ,53, 3.0 , 3.0 , 59.2 , 37.2 , 6.9 , 7.2 
755, 16.55 ,57, 1.0 , 2.0 , 60.9 , 34.7 , 7.3 , 7.6 
755, 16.60 ,55, 1.0 , 1.0 , 60.6 , 34.9 , 7.2 , 7.7 
754, 16.80 ,55, 2.0 , 2.0 , 59.9 , 36.2 , 7.0 , 7.3 
754, 16.03 ,53, 3.0 , 4.0 , 58.4 , 37.0 , 7.0 , 7.5 
754, 15.97 ,55, 3.0 , 3.0 , 58.9 , 36.4 , 6.9 , 7.3 
754, 16.93 ,53, 2.0 , 2.0 , 58.5 , 37.5 , 6.8 , 7.2 
754, 17.28 ,52, 3.0 , 3.0 , 59.6 , 36.1 , 7.2 , 7.6 
754, 17.00 ,51, 1.0 , 1.0 , 57.6 , 38.6 , 6.9 , 7.3 
754, 16.62 ,52, 2.0 , 2.0 , 56.8 , 38.7 , 6.7 , 7.1 
754, 15.15 ,55, 1.0 , 1.0 , 56.2 , 40.0 , 6.7 , 7.1 
754, 15.59 ,54, 2.0 , 2.0 , 56.1 , 39.9 , 6.6 , 7.1 
754, nan ,54, 1.0 , 1.0 , 56.6 , 39.8 , 6.7 , 7.1 
754, 15.60 ,52, 2.0 , 2.0 , 55.6 , 40.9 , 6.5 , 7.0 
754, 15.14 ,52, 2.0 , 5.0 , 54.9 , 41.7 , 6.5 , 7.0 
754, 14.89 ,55, 2.0 , 2.0 , 56.6 , 39.2 , 6.6 , 7.1 
754, 15.12 ,55, 3.0 , 3.0 , 57.5 , 38.3 , 6.9 , 7.4 
754, 14.38 ,59, 5.0 , 5.0 , 57.2 , 38.3 , 6.5 , 7.1 
754, 15.38 ,56, 2.0 , 2.0 , 58.1 , 37.2 , 6.8 , 7.3 
754, 15.70 ,55, 3.0 , 3.0 , 58.2 , 37.6 , 6.7 , 7.2 
754, 15.83 ,54, 3.0 , 3.0 , 58.1 , 38.1 , 6.8 , 7.6 
754, 15.51 ,55, 2.0 , 2.0 , 57.1 , 39.5 , 6.5 , 7.1 
754, 15.89 ,54, 4.0 , 4.0 , 57.3 , 39.2 , 6.5 , 7.1 
754, 16.19 ,53, 4.0 , 4.0 , 58.1 , 38.0 , 6.6 , 7.4 
754, 15.55 ,54, 1.0 , 1.0 , 57.2 , 39.5 , 6.4 , 7.2 
754, 15.16 ,56, 4.0 , 5.0 , 57.0 , 39.6 , 6.3 , 7.2 
754, 15.60 ,54, 4.0 , 5.0 , 58.6 , 38.4 , 6.4 , 7.4 
754, 16.33 ,54, 4.0 , 5.0 , 58.5 , 37.5 , 6.5 , 7.2 
754, 15.23 ,57, 4.0 , 4.0 , 57.8 , 38.9 , 6.2 , 7.1 
755, 15.69 ,54, 2.0 , 2.0 , 56.7 , 39.3 , 6.2 , 7.1 
754, 15.50 ,54, 1.0 , 3.0 , 56.2 , 39.7 , 6.2 , 7.1 
755, 16.24 ,52, 30.0 , 31.0 , 57.4 , 38.4 , 6.2 , 7.2 
755, 17.13 ,48, 6.0 , 7.0 , 55.7 , 41.0 , 6.1 , 7.2 
755, 17.30 ,48, 11.0 , 15.0 , 56.4 , 39.4 , 6.2 , 7.3 
755, 17.70 ,47, 5.0 , 5.0 , 56.6 , 38.8 , 6.1 , 7.5 
755, 17.10 ,51, 4.0 , 4.0 , 57.5 , 37.5 , 6.0 , 7.2 
755, 17.86 ,47, 1.0 , 1.0 , 58.5 , 37.0 , 6.0 , 7.3 
755, 18.46 ,48, 2.0 , 2.0 , 59.1 , 35.4 , 6.0 , 7.4 
755, 18.51 ,47, 5.0 , 7.0 , 58.5 , 37.5 , 5.9 , 7.3 
755, 18.72 ,45, 2.0 , 2.0 , 58.3 , 37.6 , 6.1 , 7.4 
755, nan ,48, 1.0 , 1.0 , 57.9 , 37.7 , 6.0 , 7.2 
755, 17.32 ,48, 2.0 , 4.0 , 55.7 , 39.5 , 5.9 , 7.2 
755, 19.44 ,42, 2.0 , 4.0 , 57.7 , 39.7 , 6.0 , 7.2 
755, 20.28 ,42, 2.0 , 4.0 , 58.5 , 36.9 , 5.8 , 7.4 
755, 19.90 ,40, 1.0 , 1.0 , 58.0 , 36.7 , 5.9 , 7.4 
755, 21.05 ,36, 1.0 , 1.0 , 57.0 , 38.2 , 5.9 , 7.4 
755, 20.14 ,40, 2.0 , 2.0 , 57.0 , 39.8 , 5.7 , 7.3 
754, 22.15 ,31, 5.0 , 8.0 , 56.0 , 41.4 , 5.7 , 7.2 
754, 21.47 ,31, 2.0 , 2.0 , 52.6 , 42.9 , 5.7 , 7.1 
754, 22.00 ,33, 2.0 , 5.0 , 58.2 , 36.9 , 5.7 , 7.5 
754, 21.12 ,39, 1.0 , 1.0 , 58.0 , 36.8 , 5.5 , 7.4 
754, 19.20 ,46, 3.0 , 4.0 , 60.5 , 34.5 , 5.7 , 7.4 
754, 19.72 ,46, 2.0 , 2.0 , 60.8 , 33.8 , 5.7 , 7.4 
